id,link,que,follow,ans_count
weBnmQLz24,https://www.quora.com/What-questions-should-I-ask-my-interviewer,What questions should I ask my interviewer?,88,30
wj8o1zZj25,https://www.quora.com/What-should-be-the-satisfactory-answer-in-an-interview-if-they-ask-why-your-academic-percentage-got-gradually-reduced-from-90-till-12th-to-70-in-engineering,What should be the satisfactory answer in an interview if they ask why your academic percentage got gradually reduced from 90% till 12th to 70% in engineering?,88,14
wh6EzXXF24,https://www.quora.com/What-questions-should-I-ask-my-interviewer,What questions should I ask my interviewer?,88,30
wZ4OoF0j24,https://www.quora.com/What-questions-should-I-ask-my-interviewer,What questions should I ask my interviewer?,88,30
wXUBliCS24,https://www.quora.com/What-questions-should-I-ask-my-interviewer,What questions should I ask my interviewer?,88,30
wzoiIf4h33,https://www.quora.com/What-are-the-best-answers-for-the-question-what-is-your-goal-in-life-during-interviews,What are the best answers for the question ''what is your goal in life'' during interviews?,87,14
w60TkXkf25,https://www.quora.com/What-are-the-best-answers-for-the-question-what-is-your-goal-in-life-during-interviews,What are the best answers for the question ''what is your goal in life'' during interviews?,87,14
wSRzDqVi24,https://www.quora.com/What-are-some-typical-design-interview-questions-for-software-engineers,What are some typical design interview questions for software engineers?,85,11
wSb8WRF324,https://www.quora.com/What-was-your-most-arrogant-software-engineering-interview-candidate-experience,What was your most arrogant software engineering interview candidate experience?,83,61
ww9N1Apl33,https://www.quora.com/What-are-the-most-asked-interview-questions-technical-and-HR-both-to-computer-science-engineering-students,What are the most asked interview questions (technical and HR both) to computer science engineering students?,83,11
wmXUdSFg24,https://www.quora.com/Can-you-share-your-IBPS-PO-interview-experience,Can you share your IBPS PO interview experience?,82,21
wQKAo70D24,https://www.quora.com/Can-you-share-your-IBPS-PO-interview-experience,Can you share your IBPS PO interview experience?,82,21
wQKAo70D24,https://www.quora.com/Can-you-share-your-IBPS-PO-interview-experience,Can you share your IBPS PO interview experience?,82,21
woWclI7W24,https://www.quora.com/Can-you-share-your-IBPS-PO-interview-experience,Can you share your IBPS PO interview experience?,82,21
wW8RaFMd63,https://www.quora.com/Can-you-share-your-IBPS-PO-interview-experience,Can you share your IBPS PO interview experience?,82,21
wS7MnN5d24,https://www.quora.com/Can-you-share-your-IBPS-PO-interview-experience,Can you share your IBPS PO interview experience?,82,21
w2uBbSKS24,https://www.quora.com/Can-you-share-your-IBPS-PO-interview-experience,Can you share your IBPS PO interview experience?,82,21
w75nC66r25,https://www.quora.com/How-can-I-introduce-myself-as-a-teacher-in-a-job-interview,How can I introduce myself as a teacher in a job interview?,81,11
wUOwiWqs25,https://www.quora.com/I-have-a-reasoning-test-at-P-G-How-do-I-ace-it,I have a reasoning test at P&G. How do I ace it?,80,13
wADe5IFK24,https://www.quora.com/What-are-the-best-free-online-resources-and-processes-to-prepare-for-case-study-interviews-for-a-top-management-consulting-firm,"What are the best free, online resources and processes to prepare for case study interviews for a top management consulting firm?",80,13
w7MLUSJF24,https://www.quora.com/Why-does-Elon-Musk-seem-so-uncomfortable-during-interviews,Why does Elon Musk seem so uncomfortable during interviews?,78,50
wWTAjn7q25,https://www.quora.com/What-is-the-best-answer-to-%E2%80%9CWhy-do-you-want-to-join-this-company%E2%80%9D,What is the best answer to “Why do you want to join this company”?,73,34
w1dND9PB25,https://www.quora.com/What-is-the-best-answer-to-%E2%80%9CWhy-do-you-want-to-join-this-company%E2%80%9D,What is the best answer to “Why do you want to join this company”?,73,34
wDsr47s625,https://www.quora.com/What-is-the-best-answer-to-%E2%80%9CWhy-do-you-want-to-join-this-company%E2%80%9D,What is the best answer to “Why do you want to join this company”?,73,34
wDsr47s625,https://www.quora.com/What-is-the-best-answer-to-%E2%80%9CWhy-do-you-want-to-join-this-company%E2%80%9D,What is the best answer to “Why do you want to join this company”?,73,34
wDniqSCs25,https://www.quora.com/What-is-the-best-answer-to-%E2%80%9CWhy-do-you-want-to-join-this-company%E2%80%9D,What is the best answer to “Why do you want to join this company”?,73,34
wThJZWaM24,https://www.quora.com/Have-you-ever-hired-a-candidate-for-a-job-and-they-turned-out-to-be-completely-different-than-they-were-in-the-interview,Have you ever hired a candidate for a job and they turned out to be completely different than they were in the interview?,71,75
wxcFyefw24,https://www.quora.com/What-are-the-general-interview-questions-asked-in-the-merchant-navy,What are the general interview questions asked in the merchant navy?,70,29
wFs1bb8924,https://www.quora.com/What-are-the-general-interview-questions-asked-in-the-merchant-navy,What are the general interview questions asked in the merchant navy?,70,29
wyuVAclB24,https://www.quora.com/What-are-the-general-interview-questions-asked-in-the-merchant-navy,What are the general interview questions asked in the merchant navy?,70,29
wUylKg9L24,https://www.quora.com/During-an-interview-a-friend-was-asked-to-create-a-memory-leak-with-Java-He-has-no-idea-how-to-accomplish-this-What-would-an-example-be,"During an interview, a friend was asked to create a memory leak with Java. He has no idea how to accomplish this. What would an example be?",69,17
w6an6Da924,https://www.quora.com/Should-I-give-up-my-dream-to-become-a-software-developer-after-failing-my-10-technical-interviews,Should I give up my dream to become a software developer after failing my 10 technical interviews?,68,80
w35mLoXP25,https://www.quora.com/If-you-were-an-interviewer-and-could-ask-Donald-Trump-one-question-and-he-had-to-answer-what-would-that-question-be,"If you were an interviewer and could ask Donald Trump one question and he had to answer, what would that question be?",67,83
wvM5F4GL33,https://www.quora.com/If-you-were-an-interviewer-and-could-ask-Donald-Trump-one-question-and-he-had-to-answer-what-would-that-question-be,"If you were an interviewer and could ask Donald Trump one question and he had to answer, what would that question be?",67,83
w35mLoXP25,https://www.quora.com/If-you-were-an-interviewer-and-could-ask-Donald-Trump-one-question-and-he-had-to-answer-what-would-that-question-be,"If you were an interviewer and could ask Donald Trump one question and he had to answer, what would that question be?",67,83
wLmIaJSU25,https://www.quora.com/What-are-the-most-common-important-C-programming-language-interview-questions-asked,What are the most common/important C programming language interview questions asked?,67,19
wM0BOKvU25,https://www.quora.com/What-are-the-most-common-important-C-programming-language-interview-questions-asked,What are the most common/important C programming language interview questions asked?,67,19
wvbJKwqw25,https://www.quora.com/If-you-were-an-interviewer-and-could-ask-Donald-Trump-one-question-and-he-had-to-answer-what-would-that-question-be,"If you were an interviewer and could ask Donald Trump one question and he had to answer, what would that question be?",67,83
wpOP2aYY24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
wbQGSmJ025,https://www.quora.com/What-kind-of-coding-questions-do-you-ask-during-an-entry-level-or-internship-interview,What kind of coding questions do you ask during an entry level or internship interview?,66,11
w83sPwp925,https://www.quora.com/What-kind-of-coding-questions-do-you-ask-during-an-entry-level-or-internship-interview,What kind of coding questions do you ask during an entry level or internship interview?,66,11
wyVvQyis25,https://www.quora.com/How-long-does-it-usually-take-to-get-the-offer-after-the-interview-process-After-the-interview-the-recruiter-told-me-the-hiring-manager-would-call-and-give-me-an-offer-I-am-just-so-worried-Do-they-really-want-to-hire-me,"How long does it usually take to get the offer after the interview process? After the interview, the recruiter told me the hiring manager would call and give me an offer. I am just so worried. Do they really want to hire me?",66,13
wcoDuq1f24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
wcoDuq1f24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
wxGNDEiT33,https://www.quora.com/How-long-does-it-usually-take-to-get-the-offer-after-the-interview-process-After-the-interview-the-recruiter-told-me-the-hiring-manager-would-call-and-give-me-an-offer-I-am-just-so-worried-Do-they-really-want-to-hire-me,"How long does it usually take to get the offer after the interview process? After the interview, the recruiter told me the hiring manager would call and give me an offer. I am just so worried. Do they really want to hire me?",66,13
wuvzV5ON24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
wicbcSMu25,https://www.quora.com/How-long-does-it-usually-take-to-get-the-offer-after-the-interview-process-After-the-interview-the-recruiter-told-me-the-hiring-manager-would-call-and-give-me-an-offer-I-am-just-so-worried-Do-they-really-want-to-hire-me,"How long does it usually take to get the offer after the interview process? After the interview, the recruiter told me the hiring manager would call and give me an offer. I am just so worried. Do they really want to hire me?",66,13
ww19hQGi24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
wN0AkHWI24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
w43T9Xla24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
wooga4qZ24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
wltYrZI625,https://www.quora.com/How-much-time-does-IBM-take-to-release-the-offer-letter-once-the-candidate-clears-the-PDM-final-round,How much time does IBM take to release the offer letter once the candidate clears the PDM (final) round?,65,16
weS0xvZk25,https://www.quora.com/How-much-time-does-IBM-take-to-release-the-offer-letter-once-the-candidate-clears-the-PDM-final-round,How much time does IBM take to release the offer letter once the candidate clears the PDM (final) round?,65,16
wKj6ZgP632,https://www.quora.com/What-has-your-manager-asked-you-to-do-that-you-outright-refused-to-do,What has your manager asked you to do that you outright refused to do?,64,206
wWD7KYBp24,https://www.quora.com/How-was-your-IIM-Kozhikode-interview-experience,How was your IIM Kozhikode interview experience?,64,46
wbuUffu924,https://www.quora.com/How-was-your-IIM-Kozhikode-interview-experience,How was your IIM Kozhikode interview experience?,64,46
wZhGjRKr25,https://www.quora.com/What-should-I-prepare-for-an-Infosys-campus-interview,What should I prepare for an Infosys campus interview?,63,18
wRNmBEvq25,https://www.quora.com/What-are-the-latest-GD-topics-for-SSB,What are the latest GD topics for SSB?,63,22
wblgZbB125,https://www.quora.com/What-are-some-funny-interview-answers,What are some funny interview answers?,63,46
wKcmB24P25,https://www.quora.com/What-are-the-latest-GD-topics-for-SSB,What are the latest GD topics for SSB?,63,22
wdOTcZFT25,https://www.quora.com/What-should-I-prepare-for-an-Infosys-campus-interview,What should I prepare for an Infosys campus interview?,63,18
wREL4nuK25,https://www.quora.com/What-is-the-best-answer-for-an-interview-question-if-someone-asked-what-are-your-salary-requirements,"What is the best answer for an interview question if someone asked, ""what are your salary requirements?""",62,16
we2cCKTL25,https://www.quora.com/What-is-the-best-answer-for-an-interview-question-if-someone-asked-what-are-your-salary-requirements,"What is the best answer for an interview question if someone asked, ""what are your salary requirements?""",62,16
w2FiCXer25,https://www.quora.com/How-do-I-crack-interview-as-a-fresher,How do I crack interview as a fresher?,61,53
wx1WUTET32,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
wUMJtte624,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
wA96cmiH32,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
wMPjXqbq24,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
wCjOZVf624,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
w3Fk1wqO24,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
wA96cmiH32,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
wopbvMqh24,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
wLaT6hyq24,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
wB9JCvJj24,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
w1q0hy1K24,https://www.quora.com/You-are-shrunk-to-the-height-of-a-nickel-and-your-mass-is-proportionally-reduced-so-as-to-maintain-your-original-density.-You-are-then-thrown-into-an-empty-glass-blender.-The-blades-will-start-moving-in-60-seconds.-What-do-you-do,You are shrunk to the height of a nickel and your mass is proportionally reduced so as to maintain your original density. You are then thrown into an empty glass blender. The blades will start moving in 60 seconds. What do you do?,57,35
woxAlOjs33,https://www.quora.com/How-do-I-crack-a-Java-developer-interview-easily-with-2+-years-of-experience,How do I crack a Java developer interview easily with 2+ years of experience?,57,12
w4JXlKBS25,https://www.quora.com/How-do-I-crack-a-Java-developer-interview-easily-with-2+-years-of-experience,How do I crack a Java developer interview easily with 2+ years of experience?,57,12
wyy74O5J25,https://www.quora.com/What-are-some-frequently-asked-CMOS-VLSI-design-interview-questions-for-freshers,What are some frequently-asked CMOS VLSI design interview questions for freshers?,57,12
wE6CYsOB25,https://www.quora.com/What-are-some-frequently-asked-CMOS-VLSI-design-interview-questions-for-freshers,What are some frequently-asked CMOS VLSI design interview questions for freshers?,57,12
wZs7AtJC24,https://www.quora.com/You-are-shrunk-to-the-height-of-a-nickel-and-your-mass-is-proportionally-reduced-so-as-to-maintain-your-original-density.-You-are-then-thrown-into-an-empty-glass-blender.-The-blades-will-start-moving-in-60-seconds.-What-do-you-do,You are shrunk to the height of a nickel and your mass is proportionally reduced so as to maintain your original density. You are then thrown into an empty glass blender. The blades will start moving in 60 seconds. What do you do?,57,35
wZKDPUiD25,https://www.quora.com/How-do-I-crack-a-Java-developer-interview-easily-with-2+-years-of-experience,How do I crack a Java developer interview easily with 2+ years of experience?,57,12
wGXB67YZ33,https://www.quora.com/What-are-some-frequently-asked-CMOS-VLSI-design-interview-questions-for-freshers,What are some frequently-asked CMOS VLSI design interview questions for freshers?,57,12
wTfdmJoY32,https://www.quora.com/You-are-shrunk-to-the-height-of-a-nickel-and-your-mass-is-proportionally-reduced-so-as-to-maintain-your-original-density.-You-are-then-thrown-into-an-empty-glass-blender.-The-blades-will-start-moving-in-60-seconds.-What-do-you-do,You are shrunk to the height of a nickel and your mass is proportionally reduced so as to maintain your original density. You are then thrown into an empty glass blender. The blades will start moving in 60 seconds. What do you do?,57,35
wpArMWzE25,https://www.quora.com/How-do-I-crack-a-Java-developer-interview-easily-with-2+-years-of-experience,How do I crack a Java developer interview easily with 2+ years of experience?,57,12
wK4bUNPp25,https://www.quora.com/How-do-I-crack-a-Java-developer-interview-easily-with-2+-years-of-experience,How do I crack a Java developer interview easily with 2+ years of experience?,57,12
wg223zX625,https://www.quora.com/What-are-tips-for-an-interview-with-Cisco,What are tips for an interview with Cisco?,56,15
wCPj5NVK25,https://www.quora.com/How-do-I-draft-a-mail-to-HR-asking-for-the-interview-status,How do I draft a mail to HR asking for the interview status?,56,13
wJNy5VfQ24,https://www.quora.com/Why-do-the-majority-of-job-applicants-never-get-hired,Why do the majority of job applicants never get hired?,56,25
w0YfZzOx25,https://www.quora.com/How-do-I-draft-a-mail-to-HR-asking-for-the-interview-status,How do I draft a mail to HR asking for the interview status?,56,13
wJsHkoJo33,https://www.quora.com/Whats-the-point-of-wearing-formal-dress-for-job-interviews,What's the point of wearing formal dress for job interviews?,56,21
wdZz5qZV25,https://www.quora.com/How-do-I-draft-a-mail-to-HR-asking-for-the-interview-status,How do I draft a mail to HR asking for the interview status?,56,13
wYg1YgjF25,https://www.quora.com/What-is-the-best-way-to-answer-if-an-interviewer-asks-about-salary-expectation-to-a-fresher,What is the best way to answer if an interviewer asks about salary expectation to a fresher?,53,34
wtBqJZyj33,https://www.quora.com/What-is-the-best-way-to-answer-if-an-interviewer-asks-about-salary-expectation-to-a-fresher,What is the best way to answer if an interviewer asks about salary expectation to a fresher?,53,34
wcTM9yH825,https://www.quora.com/What-is-the-best-way-to-answer-if-an-interviewer-asks-about-salary-expectation-to-a-fresher,What is the best way to answer if an interviewer asks about salary expectation to a fresher?,53,34
wKJLYcFm25,https://www.quora.com/What-is-the-best-way-to-answer-if-an-interviewer-asks-about-salary-expectation-to-a-fresher,What is the best way to answer if an interviewer asks about salary expectation to a fresher?,53,34
wGtJtEAs33,https://www.quora.com/What-are-some-tell-tale-signs-that-you-are-acing-a-job-interview,What are some tell-tale signs that you are acing a job interview?,53,18
w9RDSQCt25,https://www.quora.com/What-is-the-best-way-to-answer-if-an-interviewer-asks-about-salary-expectation-to-a-fresher,What is the best way to answer if an interviewer asks about salary expectation to a fresher?,53,34
w9RDSQCt25,https://www.quora.com/What-is-the-best-way-to-answer-if-an-interviewer-asks-about-salary-expectation-to-a-fresher,What is the best way to answer if an interviewer asks about salary expectation to a fresher?,53,34
wCagJJUj25,https://www.quora.com/Is-it-necessary-to-be-good-at-competitive-programming-to-crack-the-interviews-of-companies-like-Adobe-LinkedIn-Amazon-etc,"Is it necessary to be good at competitive programming to crack the interviews of companies like Adobe, LinkedIn, Amazon, etc.?",51,12
w7bCUkMy25,https://www.quora.com/Is-it-necessary-to-be-good-at-competitive-programming-to-crack-the-interviews-of-companies-like-Adobe-LinkedIn-Amazon-etc,"Is it necessary to be good at competitive programming to crack the interviews of companies like Adobe, LinkedIn, Amazon, etc.?",51,12
wiLNAgbu25,https://www.quora.com/Is-it-necessary-to-be-good-at-competitive-programming-to-crack-the-interviews-of-companies-like-Adobe-LinkedIn-Amazon-etc,"Is it necessary to be good at competitive programming to crack the interviews of companies like Adobe, LinkedIn, Amazon, etc.?",51,12
wTn2xztK25,https://www.quora.com/Is-it-necessary-to-be-good-at-competitive-programming-to-crack-the-interviews-of-companies-like-Adobe-LinkedIn-Amazon-etc,"Is it necessary to be good at competitive programming to crack the interviews of companies like Adobe, LinkedIn, Amazon, etc.?",51,12
wOtH1YTq25,https://www.quora.com/Is-it-necessary-to-be-good-at-competitive-programming-to-crack-the-interviews-of-companies-like-Adobe-LinkedIn-Amazon-etc,"Is it necessary to be good at competitive programming to crack the interviews of companies like Adobe, LinkedIn, Amazon, etc.?",51,12
wxlpTD0O24,https://www.quora.com/How-was-your-interview-experience-for-NPCIL-and-BARC,How was your interview experience for NPCIL and BARC?,50,17
wF0w5h8h25,https://www.quora.com/If-someone-has-a-beard-should-one-go-to-an-interview-with-or-without-the-beard,"If someone has a beard, should one go to an interview with or without the beard?",50,12
wcsB4Xm625,https://www.quora.com/What-are-some-good-resources-for-practicing-round-one-written-coding-interview-questions-generally-asked-in-campus-recruitment-for-companies-like-Amazon-Google-Microsoft-and-D-E-Shaw,"What are some good resources for practicing round one written coding interview questions generally asked in campus recruitment for companies like Amazon, Google, Microsoft, and D.E. Shaw?",49,12
w6d1311124,https://www.quora.com/What-are-some-tricky-interview-questions-related-to-Civil-engineering,What are some tricky interview questions related to Civil engineering?,46,12
wlSDhp1l32,https://www.quora.com/How-do-I-crack-a-placement-interview,How do I crack a placement interview?,46,18
wMOSnl1G25,https://www.quora.com/I-have-my-Deloitte-GD-and-interview-rounds-tomorrow-It-is-for-the-position-of-Business-Technology-Analyst-What-do-I-need-to-know,I have my Deloitte GD and interview rounds tomorrow. It is for the position of Business Technology Analyst. What do I need to know?,43,11
wlJ3evPx33,https://www.quora.com/I-have-my-Deloitte-GD-and-interview-rounds-tomorrow-It-is-for-the-position-of-Business-Technology-Analyst-What-do-I-need-to-know,I have my Deloitte GD and interview rounds tomorrow. It is for the position of Business Technology Analyst. What do I need to know?,43,11
wqhWu2qA33,https://www.quora.com/I-have-my-SSB-interviews-Indian-Army-after-15-days-How-can-I-prepare-for-them,I have my SSB interviews (Indian Army) after 15 days. How can I prepare for them?,42,14
wei7jU9l25,https://www.quora.com/How-do-I-as-a-fresher-answer-%E2%80%9CWhy-should-I-hire-you-%E2%80%9D-by-the-interviewer,"How do I, as a fresher, answer, “Why should I hire you?” by the interviewer?",42,15
w7VERu8k25,https://www.quora.com/I-have-my-SSB-interviews-Indian-Army-after-15-days-How-can-I-prepare-for-them,I have my SSB interviews (Indian Army) after 15 days. How can I prepare for them?,42,14
