waLuRlX624,https://www.quora.com/How-would-you-answer-this-job-interview-question-Why-shouldnt-I-hire-you,How would you answer this job interview question: Why shouldn't I hire you?,983,275
wjNDMkMA25,https://www.quora.com/In-an-interview-I-was-asked-you-are-from-engineering-background-why-do-you-want-to-join-marketing-or-sales-How-could-I-answer-this-question,"In an interview I was asked ""you are from engineering background, why do you want to join marketing or sales?"" How could I answer this question?",142,21
wzoiIf4h33,https://www.quora.com/What-are-the-best-answers-for-the-question-what-is-your-goal-in-life-during-interviews,What are the best answers for the question ''what is your goal in life'' during interviews?,87,14
wDniqSCs25,https://www.quora.com/What-is-the-best-answer-to-%E2%80%9CWhy-do-you-want-to-join-this-company%E2%80%9D,What is the best answer to “Why do you want to join this company”?,73,34
wXsijVak24,https://www.quora.com/What-are-some-good-blogs-for-quant-and-interview-preparations-for-campus-placements-in-IITs,What are some good blogs for quant and interview preparations for campus placements in IITs?,229,15
wfEHHGOf33,https://www.quora.com/What-type-of-questions-are-asked-in-UPSC-exams,What type of questions are asked in UPSC exams?,92,11
wRioNh6M24,https://www.quora.com/What-is-the-answer-of-If-I-reject-you-in-this-interview-then-what-will-you-do,"What is the answer of ""If I reject you in this interview then what will you do""?",202,87
wlSDhp1l32,https://www.quora.com/How-do-I-crack-a-placement-interview,How do I crack a placement interview?,46,18
wdZz5qZV25,https://www.quora.com/How-do-I-draft-a-mail-to-HR-asking-for-the-interview-status,How do I draft a mail to HR asking for the interview status?,56,13
w8rw729J25,https://www.quora.com/How-do-I-ask-the-HR-person-by-mail-whether-I-am-selected-or-not-after-a-few-days-of-interview,How do I ask the HR person by mail whether I am selected or not after a few days of interview?,176,26
wdz68fQu25,https://www.quora.com/What-are-some-MBA-finance-fresher-interview-questions-and-answers,What are some MBA finance fresher interview questions and answers?,119,18
wQrY9yuV24,https://www.quora.com/How-was-your-FMS-Delhi-interview-experience,"How was your FMS, Delhi interview experience?",318,23
wWUQoZWI24,https://www.quora.com/What-questions-are-asked-in-an-NDA-SSB-interview,What questions are asked in an NDA SSB interview?,91,30
wnBdgvQc24,https://www.quora.com/What-should-be-ideal-answer-to-the-question-Tell-me-about-yourself,"What should be ideal answer to the question, ""Tell me about yourself""?",282,47
wSWnibg525,https://www.quora.com/What-is-the-best-answer-for-Why-do-you-want-to-work-for-us-when-asked-in-an-interview,"What is the best answer for ""Why do you want to work for us?"" when asked in an interview?",122,32
wHQabaD424,https://www.quora.com/How-can-one-justify-a-low-CGPA-during-an-interview,How can one justify a low CGPA during an interview?,941,105
wpl8bydA25,https://www.quora.com/How-should-I-prepare-for-a-TCS-interview,How should I prepare for a TCS interview?,146,45
wiPzjst224,https://www.quora.com/What-answer-do-civil-service-aspirants-give-when-asked-in-an-interview-why-they-want-to-become-an-IAS-officer,What answer do civil service aspirants give when asked in an interview why they want to become an IAS officer?,117,16
w7taEmFz24,https://www.quora.com/How-was-your-FMS-Delhi-interview-experience,"How was your FMS, Delhi interview experience?",318,23
wqzNvoi124,https://www.quora.com/What-is-the-secret-of-people-who-always-get-job-offers,What is the secret of people who always get job offers?,233,134
wKj6ZgP632,https://www.quora.com/What-has-your-manager-asked-you-to-do-that-you-outright-refused-to-do,What has your manager asked you to do that you outright refused to do?,64,206
wPz6f6c324,https://www.quora.com/What-is-the-best-interview-question-you-have-ever-used-or-heard,What is the best interview question you have ever used or heard?,2600,140
wTnJhrJ525,https://www.quora.com/How-do-I-ask-the-HR-person-by-mail-whether-I-am-selected-or-not-after-a-few-days-of-interview,How do I ask the HR person by mail whether I am selected or not after a few days of interview?,176,26
wCPj5NVK25,https://www.quora.com/How-do-I-draft-a-mail-to-HR-asking-for-the-interview-status,How do I draft a mail to HR asking for the interview status?,56,13
wHXtH3E824,https://www.quora.com/What-is-the-best-way-to-learn-algorithms-I-want-to-prepare-for-a-Google-interview-and-I-am-willing-to-spend-all-of-my-free-time-learning,What is the best way to learn algorithms? I want to prepare for a Google interview and I am willing to spend all of my free time learning.,941,39
wuYZcA0D32,https://www.quora.com/What-should-be-ideal-answer-to-the-question-Tell-me-about-yourself,"What should be ideal answer to the question, ""Tell me about yourself""?",282,47
wltYrZI625,https://www.quora.com/How-much-time-does-IBM-take-to-release-the-offer-letter-once-the-candidate-clears-the-PDM-final-round,How much time does IBM take to release the offer letter once the candidate clears the PDM (final) round?,65,16
wMdY4aZt32,https://www.quora.com/What-should-I-expect-in-a-Software-Engineer-interview-at-Google-and-how-should-I-prepare,What should I expect in a Software Engineer interview at Google and how should I prepare?,2000,72
whKd21dU24,https://www.quora.com/How-do-I-prepare-for-an-interview-with-one-of-the-Big-4-KPMG-EY-PWC-Deloitte,"How do I prepare for an interview with one of the Big 4? (KPMG, EY, PWC, Deloitte)",208,18
wzaTYSmt32,https://www.quora.com/Is-practicing-500-programming-questions-on-LeetCode-HackerEarth-etc-enough-to-prepare-for-a-Google-interview,"Is practicing 500 programming questions on LeetCode, HackerEarth, etc, enough to prepare for a Google interview?",347,20
w3X4VYTH32,https://www.quora.com/How-did-you-crack-the-software-engineering-interview-at-Google-Facebook-or-Amazon,"How did you crack the software engineering interview at Google, Facebook, or Amazon?",268,30
wBKhBhz832,https://www.quora.com/In-a-job-interview-whats-the-best-answer-for-this-question-Whats-your-edge-over-the-other-applicants,"In a job interview, what's the best answer for this question ""What's your edge over the other applicants?""",107,29
wZuvtBvU24,https://www.quora.com/How-was-your-IES-ESE-2016-interview-experience,How was your IES/ESE 2016 interview experience?,228,14
wXgPIOcY24,https://www.quora.com/How-was-your-ONGC-interview-experience,How was your ONGC interview experience?,154,32
wpcxmQrF32,https://www.quora.com/What-is-the-strangest-job-interview-you-have-ever-experienced,What is the strangest job interview you have ever experienced?,128,94
wxlpTD0O24,https://www.quora.com/How-was-your-interview-experience-for-NPCIL-and-BARC,How was your interview experience for NPCIL and BARC?,50,17
wADe5IFK24,https://www.quora.com/What-are-the-best-free-online-resources-and-processes-to-prepare-for-case-study-interviews-for-a-top-management-consulting-firm,"What are the best free, online resources and processes to prepare for case study interviews for a top management consulting firm?",80,13
wrcg6REr24,https://www.quora.com/What-are-some-interview-questions-on-linked-lists,What are some interview questions on linked lists?,114,15
wei7jU9l25,https://www.quora.com/How-do-I-as-a-fresher-answer-%E2%80%9CWhy-should-I-hire-you-%E2%80%9D-by-the-interviewer,"How do I, as a fresher, answer, “Why should I hire you?” by the interviewer?",42,15
wUylKg9L24,https://www.quora.com/During-an-interview-a-friend-was-asked-to-create-a-memory-leak-with-Java-He-has-no-idea-how-to-accomplish-this-What-would-an-example-be,"During an interview, a friend was asked to create a memory leak with Java. He has no idea how to accomplish this. What would an example be?",69,17
wSb8WRF324,https://www.quora.com/What-was-your-most-arrogant-software-engineering-interview-candidate-experience,What was your most arrogant software engineering interview candidate experience?,83,61
wKEehzR724,https://www.quora.com/How-can-I-get-hired-by-Quora-How-can-I-get-an-interview,How can I get hired by Quora? How can I get an interview?,671,43
w5Vhr8UK24,https://www.quora.com/How-can-I-prepare-for-a-tough-coding-interview-in-one-week,How can I prepare for a tough coding interview in one week?,102,16
w3Pi7wvv24,https://www.quora.com/What-are-the-best-ways-to-prepare-for-interviews-with-top-tier-management-consulting-firms-i-e-McKinsey-Bain-BCG,"What are the best ways to prepare for interviews with top-tier management consulting firms (i.e., McKinsey, Bain, BCG)?",1200,68
w1DJp3R625,https://www.quora.com/If-the-interviewer-asks-you-Why-is-travelling-your-hobby-what-would-be-the-perfect-answer,"If the interviewer asks you ""Why is travelling your hobby?"" what would be the perfect answer?",119,17
wiRCIcSK24,https://www.quora.com/What-are-the-best-ways-to-get-a-job-interview-call-On-what-basis-does-a-recruiter-short-list-a-CV,What are the best ways to get a job interview call? On what basis does a recruiter short list a CV?,130,13
ww9N1Apl33,https://www.quora.com/What-are-the-most-asked-interview-questions-technical-and-HR-both-to-computer-science-engineering-students,What are the most asked interview questions (technical and HR both) to computer science engineering students?,83,11
woIdplbr24,https://www.quora.com/Has-anyone-ever-got-a-job-through-LinkedIn,Has anyone ever got a job through LinkedIn?,267,101
wU4EiR7f24,https://www.quora.com/What-should-be-ideal-answer-to-the-question-Tell-me-about-yourself,"What should be ideal answer to the question, ""Tell me about yourself""?",282,47
wZQKIcNZ24,https://www.quora.com/How-did-you-crack-the-software-engineering-interview-at-Google-Facebook-or-Amazon,"How did you crack the software engineering interview at Google, Facebook, or Amazon?",268,30
weS0xvZk25,https://www.quora.com/How-much-time-does-IBM-take-to-release-the-offer-letter-once-the-candidate-clears-the-PDM-final-round,How much time does IBM take to release the offer letter once the candidate clears the PDM (final) round?,65,16
wgxDyM0o24,https://www.quora.com/How-do-I-prepare-for-an-interview-with-one-of-the-Big-4-KPMG-EY-PWC-Deloitte,"How do I prepare for an interview with one of the Big 4? (KPMG, EY, PWC, Deloitte)",208,18
w2Dull7f24,https://www.quora.com/In-a-job-interview-whats-the-best-answer-for-this-question-Whats-your-edge-over-the-other-applicants,"In a job interview, what's the best answer for this question ""What's your edge over the other applicants?""",107,29
wWGqPF3s24,https://www.quora.com/What-should-I-expect-in-a-Software-Engineer-interview-at-Google-and-how-should-I-prepare,What should I expect in a Software Engineer interview at Google and how should I prepare?,2000,72
wGS3OimA24,https://www.quora.com/Is-practicing-500-programming-questions-on-LeetCode-HackerEarth-etc-enough-to-prepare-for-a-Google-interview,"Is practicing 500 programming questions on LeetCode, HackerEarth, etc, enough to prepare for a Google interview?",347,20
wSTireas32,https://www.quora.com/How-was-your-ONGC-interview-experience,How was your ONGC interview experience?,154,32
wc8ZLrH824,https://www.quora.com/How-was-your-IES-ESE-2016-interview-experience,How was your IES/ESE 2016 interview experience?,228,14
w6an6Da924,https://www.quora.com/Should-I-give-up-my-dream-to-become-a-software-developer-after-failing-my-10-technical-interviews,Should I give up my dream to become a software developer after failing my 10 technical interviews?,68,80
wThJZWaM24,https://www.quora.com/Have-you-ever-hired-a-candidate-for-a-job-and-they-turned-out-to-be-completely-different-than-they-were-in-the-interview,Have you ever hired a candidate for a job and they turned out to be completely different than they were in the interview?,71,75
wL92tYwO25,https://www.quora.com/If-the-interviewer-asks-you-Why-is-travelling-your-hobby-what-would-be-the-perfect-answer,"If the interviewer asks you ""Why is travelling your hobby?"" what would be the perfect answer?",119,17
wQDLBNf740,https://www.quora.com/What-are-the-best-ways-to-get-a-job-interview-call-On-what-basis-does-a-recruiter-short-list-a-CV,What are the best ways to get a job interview call? On what basis does a recruiter short list a CV?,130,13
w6d1311124,https://www.quora.com/What-are-some-tricky-interview-questions-related-to-Civil-engineering,What are some tricky interview questions related to Civil engineering?,46,12
wHzTRkMp24,https://www.quora.com/How-should-one-prepare-for-the-BARC-OCES-DGFS-interview,How should one prepare for the BARC OCES/DGFS interview?,151,14
whRvgaxl24,https://www.quora.com/How-do-I-prepare-for-a-data-scientist-interview,How do I prepare for a data scientist interview?,934,36
wj8o1zZj25,https://www.quora.com/What-should-be-the-satisfactory-answer-in-an-interview-if-they-ask-why-your-academic-percentage-got-gradually-reduced-from-90-till-12th-to-70-in-engineering,What should be the satisfactory answer in an interview if they ask why your academic percentage got gradually reduced from 90% till 12th to 70% in engineering?,88,14
wV3aO5mP24,https://www.quora.com/How-and-what-should-I-do-to-prepare-to-get-hired-by-companies-like-Google-Facebook-Amazon-Microsoft-et-al,"How and what should I do to prepare to get hired by companies like Google, Facebook, Amazon, Microsoft et al?",196,19
w8YXj0ix24,https://www.quora.com/Chartered-Accountants-CA-How-should-I-prepare-for-the-CA-interview-to-get-a-big-corporate-job,Chartered Accountants (CA): How should I prepare for the CA interview to get a big corporate job?,132,15
wmlG1zOZ24,https://www.quora.com/What-are-the-best-resources-to-prepare-for-McKinsey-case-interviews,What are the best resources to prepare for McKinsey case interviews?,102,11
wSRzDqVi24,https://www.quora.com/What-are-some-typical-design-interview-questions-for-software-engineers,What are some typical design interview questions for software engineers?,85,11
wboVlkqh24,https://www.quora.com/How-do-I-prepare-for-coding-interviews-in-6-months-I%E2%80%99m-a-student-in-a-reputed-Indian-university-I-have-basic-knowledge-of-programming-in-C-and-C++-I%E2%80%99m-weak-in-topics-like-data-structures-and-DP-My-target-companies-are-Amazon-Flipkart-Hike-etc,"How do I prepare for coding interviews in 6 months? I’m a student in a reputed Indian university. I have basic knowledge of programming in C and C++. I’m weak in topics like data structures and DP. My target companies are Amazon, Flipkart, Hike, etc.",380,13
wUFTSwTz24,https://www.quora.com/How-do-I-prepare-for-coding-interviews-in-6-months-I%E2%80%99m-a-student-in-a-reputed-Indian-university-I-have-basic-knowledge-of-programming-in-C-and-C++-I%E2%80%99m-weak-in-topics-like-data-structures-and-DP-My-target-companies-are-Amazon-Flipkart-Hike-etc,"How do I prepare for coding interviews in 6 months? I’m a student in a reputed Indian university. I have basic knowledge of programming in C and C++. I’m weak in topics like data structures and DP. My target companies are Amazon, Flipkart, Hike, etc.",380,13
w7LSjJ5M24,https://www.quora.com/Whats-the-best-way-to-get-a-part-time-programming-job,What's the best way to get a part-time programming job?,849200,14
wOQITpbS24,https://www.quora.com/How-do-I-answer-in-an-interview-when-asked-what-is-your-weakness,"How do I answer in an interview when asked ""what is your weakness""?",1600,503
wFecNerU24,https://www.quora.com/What-will-you-say-if-an-interviewer-says-You-have-10-minutes-to-impress-me,"What will you say if an interviewer says ""You have 10 minutes to impress me""?",454,231
wN0AkHWI24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
w7OqSLkC24,https://www.quora.com/What-is-the-best-interview-question-ever,What is the best interview question ever?,2300,477
w4hbcAPY24,https://www.quora.com/Whats-the-biggest-mistake-you-ever-made-during-an-interview,What's the biggest mistake you ever made during an interview?,614,508
wLaT6hyq24,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
w0zXS3CE24,https://www.quora.com/What-is-that-secret-sauce-you-put-in-your-resume-that-always-gets-you-interviews,What is that secret sauce you put in your resume that always gets you interviews?,124,42
wcrH2W4d24,https://www.quora.com/What-questions-should-I-ask-my-interviewer,What questions should I ask my interviewer?,88,30
w5bDEuF724,https://www.quora.com/What-are-the-best-interview-skills,What are the best interview skills?,161,21
wPEPj0OI24,https://www.quora.com/What-is-the-best-interview-question-ever,What is the best interview question ever?,2300,477
wdE9eCp524,https://www.quora.com/What-is-the-best-way-to-describe-yourself-in-an-interview,What is the best way to describe yourself in an interview?,3300,570
wwFhYhuO24,https://www.quora.com/What-is-the-best-answer-to-the-interview-question-Tell-me-something-about-yourself,What is the best answer to the interview question 'Tell me something about yourself '?,1500,286
wUuAYxoG24,https://www.quora.com/How-was-your-interview-experience-for-BARC,How was your interview experience for BARC?,197,30
wH9Nc17m24,https://www.quora.com/What-are-the-best-interview-questions-that-are-tricky-and-require-presence-of-mind-to-answer-them,What are the best interview questions that are tricky and require presence of mind to answer them?,4400,541
wpcWJ44725,https://www.quora.com/What-is-the-best-answer-to-give-in-an-interview-when-this-question-is-asked-describe-yourself-in-one-word,"What is the best answer to give in an interview when this question is asked: ""describe yourself in one word""?",98,18
woWclI7W24,https://www.quora.com/Can-you-share-your-IBPS-PO-interview-experience,Can you share your IBPS PO interview experience?,82,21
wemtbYLE24,https://www.quora.com/What-is-the-most-bizarre-job-interview-you-have-ever-been-party-to,What is the most bizarre job interview you have ever been party to?,928,370
wYw8tT1R24,https://www.quora.com/What-is-the-most-bizarre-toughest-or-oddest-question-you-have-been-asked-in-a-job-interview,"What is the most bizarre, toughest, or oddest question you have been asked in a job interview?",873,237
wbU66tHs32,https://www.quora.com/What-will-you-say-if-an-interviewer-says-You-have-10-minutes-to-impress-me,"What will you say if an interviewer says ""You have 10 minutes to impress me""?",454,231
wOAKCXmv24,https://www.quora.com/Have-you-ever-walked-out-of-an-interview,Have you ever walked out of an interview?,247,410
wacAONoO24,https://www.quora.com/What-is-your-Deloitte-interview-experience,What is your Deloitte interview experience?,115,24
wE8DTBFN24,https://www.quora.com/What-are-the-civil-engineering-interview-questions,What are the civil engineering interview questions?,433,50
wWOEXsIR24,https://www.quora.com/How-do-I-prepare-for-a-software-engineering-job-interview,How do I prepare for a software engineering job interview?,2000,156
wKA2a7Uk24,https://www.quora.com/What-is-the-answer-of-If-I-reject-you-in-this-interview-then-what-will-you-do,"What is the answer of ""If I reject you in this interview then what will you do""?",202,87
w0GRijrL24,https://www.quora.com/How-was-your-FMS-Delhi-interview-experience,"How was your FMS, Delhi interview experience?",318,23
wuvzV5ON24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
w1QCTeab24,https://www.quora.com/What-type-of-questions-are-asked-in-UPSC-CSE-interviews,What type of questions are asked in UPSC CSE interviews?,2100,89
w4p2CkhE33,https://www.quora.com/In-an-interview-I-was-asked-you-are-from-engineering-background-why-do-you-want-to-join-marketing-or-sales-How-could-I-answer-this-question,"In an interview I was asked ""you are from engineering background, why do you want to join marketing or sales?"" How could I answer this question?",142,21
wZzuiFp433,https://www.quora.com/How-do-I-ask-the-HR-person-by-mail-whether-I-am-selected-or-not-after-a-few-days-of-interview,How do I ask the HR person by mail whether I am selected or not after a few days of interview?,176,26
wvM5F4GL33,https://www.quora.com/If-you-were-an-interviewer-and-could-ask-Donald-Trump-one-question-and-he-had-to-answer-what-would-that-question-be,"If you were an interviewer and could ask Donald Trump one question and he had to answer, what would that question be?",67,83
w6GOeIJZ32,https://www.quora.com/What-is-that-secret-sauce-you-put-in-your-resume-that-always-gets-you-interviews,What is that secret sauce you put in your resume that always gets you interviews?,124,42
wx1WUTET32,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
wZ4OoF0j24,https://www.quora.com/What-questions-should-I-ask-my-interviewer,What questions should I ask my interviewer?,88,30
we7hE3tn32,https://www.quora.com/What-are-the-best-interview-skills,What are the best interview skills?,161,21
wBjpo19S24,https://www.quora.com/What-is-the-best-interview-question-ever,What is the best interview question ever?,2300,477
wxmT4xmS24,https://www.quora.com/What-is-the-best-answer-to-the-interview-question-Tell-me-something-about-yourself,What is the best answer to the interview question 'Tell me something about yourself '?,1500,286
w6UAQren24,https://www.quora.com/What-is-the-best-way-to-describe-yourself-in-an-interview,What is the best way to describe yourself in an interview?,3300,569
wSUsALjd24,https://www.quora.com/How-was-your-interview-experience-for-BARC,How was your interview experience for BARC?,197,30
wt3dKykq24,https://www.quora.com/What-are-the-best-interview-questions-that-are-tricky-and-require-presence-of-mind-to-answer-them,What are the best interview questions that are tricky and require presence of mind to answer them?,4400,541
wS7MnN5d24,https://www.quora.com/Can-you-share-your-IBPS-PO-interview-experience,Can you share your IBPS PO interview experience?,82,21
wHDZn5Om32,https://www.quora.com/What-will-you-say-if-an-interviewer-says-You-have-10-minutes-to-impress-me,"What will you say if an interviewer says ""You have 10 minutes to impress me""?",454,231
wcC1zhur24,https://www.quora.com/What-is-your-Deloitte-interview-experience,What is your Deloitte interview experience?,115,24
wFvOQAAs25,https://www.quora.com/What-is-the-best-answer-to-give-in-an-interview-when-this-question-is-asked-describe-yourself-in-one-word,"What is the best answer to give in an interview when this question is asked: ""describe yourself in one word""?",98,18
wJEzo3Me24,https://www.quora.com/What-type-of-questions-are-asked-in-UPSC-CSE-interviews,What type of questions are asked in UPSC CSE interviews?,2100,89
wWPGVVzH24,https://www.quora.com/What-is-the-most-bizarre-job-interview-you-have-ever-been-party-to,What is the most bizarre job interview you have ever been party to?,928,370
waY2208g24,https://www.quora.com/What-is-the-answer-of-If-I-reject-you-in-this-interview-then-what-will-you-do,"What is the answer of ""If I reject you in this interview then what will you do""?",202,87
w0nlnncO24,https://www.quora.com/What-are-the-civil-engineering-interview-questions,What are the civil engineering interview questions?,433,50
wVCuIyue24,https://www.quora.com/How-was-your-FMS-Delhi-interview-experience,"How was your FMS, Delhi interview experience?",318,23
wXROGWqk24,https://www.quora.com/Have-you-ever-walked-out-of-an-interview,Have you ever walked out of an interview?,247,410
wMt8jQ8Z24,https://www.quora.com/What-is-the-most-bizarre-toughest-or-oddest-question-you-have-been-asked-in-a-job-interview,"What is the most bizarre, toughest, or oddest question you have been asked in a job interview?",873,237
wiGq5y3j24,https://www.quora.com/How-do-I-prepare-for-a-software-engineering-job-interview,How do I prepare for a software engineering job interview?,2000,156
w43T9Xla24,https://www.quora.com/What-should-I-do-if-the-interviewer-gave-me-a-blank-paper-and-asked-me-to-sign-on-that,What should I do if the interviewer gave me a blank paper and asked me to sign on that?,66,38
wJEIFCQ925,https://www.quora.com/In-an-interview-I-was-asked-you-are-from-engineering-background-why-do-you-want-to-join-marketing-or-sales-How-could-I-answer-this-question,"In an interview I was asked ""you are from engineering background, why do you want to join marketing or sales?"" How could I answer this question?",142,21
wfcoskZm25,https://www.quora.com/How-do-I-ask-the-HR-person-by-mail-whether-I-am-selected-or-not-after-a-few-days-of-interview,How do I ask the HR person by mail whether I am selected or not after a few days of interview?,176,26
wtBqJZyj33,https://www.quora.com/What-is-the-best-way-to-answer-if-an-interviewer-asks-about-salary-expectation-to-a-fresher,What is the best way to answer if an interviewer asks about salary expectation to a fresher?,53,34
wRUVTI1m32,https://www.quora.com/How-would-you-answer-this-job-interview-question-Why-shouldnt-I-hire-you,How would you answer this job interview question: Why shouldn't I hire you?,983,275
wDobbn1032,https://www.quora.com/How-do-I-get-prepared-for-TCS-technical-interview-questions,How do I get prepared for TCS technical interview questions?,109,26
wdyGxIuj24,https://www.quora.com/What-do-I-need-to-prepare-for-the-TCS-campus-recruitment,What do I need to prepare for the TCS campus recruitment?,256,55
wvbJKwqw25,https://www.quora.com/If-you-were-an-interviewer-and-could-ask-Donald-Trump-one-question-and-he-had-to-answer-what-would-that-question-be,"If you were an interviewer and could ask Donald Trump one question and he had to answer, what would that question be?",67,83
wcQRlvM524,https://www.quora.com/How-much-time-did-you-spend-preparing-for-Googles-interviews-Is-everyone-who-got-into-Facebook-Google-etc-really-that-good-to-solve-or-understand-every-classic-algorithm-or-problem,"How much time did you spend preparing for Google's interviews? Is everyone who got into Facebook, Google, etc. really that good to solve or understand every classic algorithm or problem?",2400,43
wrWuZeNm32,https://www.quora.com/What-are-some-of-the-best-interview-puzzles,What are some of the best interview puzzles?,104,16
wJONdZnm24,https://www.quora.com/What-was-the-shortest-interview-you%E2%80%99ve-had-that-led-to-a-job-offer,What was the shortest interview you’ve had that led to a job offer?,428,853
wopbvMqh24,https://www.quora.com/Whats-your-best-job-interview-horror-story,What's your best job interview horror story?,60,51
wmjYCodd24,https://www.quora.com/What-is-that-secret-sauce-you-put-in-your-resume-that-always-gets-you-interviews,What is that secret sauce you put in your resume that always gets you interviews?,124,42
wlOrc5k624,https://www.quora.com/What-questions-should-I-ask-my-interviewer,What questions should I ask my interviewer?,88,30
wImtQ8xn32,https://www.quora.com/What-are-the-best-interview-skills,What are the best interview skills?,161,21
wAaGnVfB24,https://www.quora.com/How-was-your-interview-experience-for-BARC,How was your interview experience for BARC?,197,30
wWaQ798M24,https://www.quora.com/What-are-the-best-interview-questions-that-are-tricky-and-require-presence-of-mind-to-answer-them,What are the best interview questions that are tricky and require presence of mind to answer them?,4400,541
wmVRcrgs24,https://www.quora.com/What-is-the-best-answer-to-the-interview-question-Tell-me-something-about-yourself,What is the best answer to the interview question 'Tell me something about yourself '?,1500,286
wW8RaFMd63,https://www.quora.com/Can-you-share-your-IBPS-PO-interview-experience,Can you share your IBPS PO interview experience?,82,21
wW8RaFMd25,https://www.quora.com/What-is-the-best-answer-to-give-in-an-interview-when-this-question-is-asked-describe-yourself-in-one-word,"What is the best answer to give in an interview when this question is asked: ""describe yourself in one word""?",98,18
w5LJQsoE24,https://www.quora.com/What-is-your-Deloitte-interview-experience,What is your Deloitte interview experience?,115,24
wEiavR1o24,https://www.quora.com/What-is-the-best-way-to-describe-yourself-in-an-interview,What is the best way to describe yourself in an interview?,3300,569
wyn0b5t024,https://www.quora.com/What-will-you-say-if-an-interviewer-says-You-have-10-minutes-to-impress-me,"What will you say if an interviewer says ""You have 10 minutes to impress me""?",454,231
wYg1YgjF25,https://www.quora.com/What-is-the-best-way-to-answer-if-an-interviewer-asks-about-salary-expectation-to-a-fresher,What is the best way to answer if an interviewer asks about salary expectation to a fresher?,53,34
wCmujZUi24,https://www.quora.com/What-is-the-answer-of-If-I-reject-you-in-this-interview-then-what-will-you-do,"What is the answer of ""If I reject you in this interview then what will you do""?",202,87
wUiTkK6d32,https://www.quora.com/What-is-the-best-interview-question-ever,What is the best interview question ever?,2300,477
